listing_id,name,price,latitude,longitude,accommodates,bathrooms,bedrooms,num_beds,rating_accuracy,rating_cleanliness,rating_communication,rating_location,rating_value,review_score_average,price_per_person,amenities_count,Quarter_Or_City
1692793,Another decent size room near tufts,40,42.4040194,-71.10334162,1,1,1,1,4,3.0,4.5,4.0,4.5,4.0,40.0,0,Medford
4550375,Cozy room in Boston Metro Area,50,42.41425321,-71.12134449,1,1,1,1,0,,,,,4.694469026548672,50.0,11,Medford
4533029,Boston holiday family getaway,300,42.41488044,-71.12925716,6,2,3,5,0,,,,,4.694469026548672,50.0,16,Somerville
2526751,Spacious 2 bedroom condo by Tufts,200,42.41452233,-71.12389233,4,1,2,2,5,5.0,5.0,5.0,5.0,5.0,50.0,7,Medford
2483892,Stroll to beautiful Harvard Square!,155,42.37160575,-71.11723185,2,1,1,1,5,5.0,5.0,5.0,5.0,5.0,77.5,9,Cambridge
658150,BIG Luxury Condo- Central/Inman Sq,125,42.37183651,-71.09991302,2,1,1,1,5,5.0,5.0,5.0,4.5,4.9,62.5,19,Cambridge
4242801,(2) Harvard/ MIT/ MGH Guest House,80,42.37032423,-71.10022088,2,2,1,1,4,4.5,4.5,4.5,4.0,4.4,40.0,9,Cambridge
1117078,"Nice, Clean MIT/Harvard Room",89,42.36667035,-71.09431737,2,1,1,1,4,4.0,4.5,4.5,4.5,4.3,44.5,8,Cambridge
3731854,Beautiful room in Coolidge Corner,75,42.34209783,-71.11916311,1,1,1,1,4,4.5,5.0,5.0,4.5,4.7,75.0,7,Brookline
3731840,Beautiful room in Coolidge Corner,75,42.34328821,-71.11923155,1,1,1,1,5,4.5,5.0,5.0,4.5,4.8,75.0,6,Brookline
4354741,Spacious kid-friendly apartment,160,42.42052865,-71.13855184,6,1,2,4,0,,,,,4.694469026548672,26.666666666666668,11,Medford
124998,Mid-Cambridge Carriage House,100,42.3727452,-71.10670412,2,1,1,1,5,5.0,5.0,5.0,5.0,5.0,50.0,6,Cambridge
4395874,Charming stay in the Village,120,42.33293773,-71.11963236,3,1,1,1,0,,,,,4.694469026548672,40.0,15,Brookline
4117766,"Washington Sq, Lovely & Spacious",89,42.34218524,-71.13645666,2,2,1,2,4,4.5,4.5,4.5,4.5,4.5,44.5,12,Brookline
2626468,Cozy room--great location,50,42.33436669,-71.12540253,2,1,1,1,0,,,,,4.694469026548672,25.0,7,Brookline
4536395,Modern Studio in Brookline,140,42.33689973,-71.12606424,4,1,0,1,0,,,,,4.694469026548672,35.0,17,Brookline
3712982,Sunny brownstone pied-a-terre,225,42.3340064,-71.1202016,3,1,1,2,0,,,,,4.694469026548672,75.0,17,Brookline
931151,"room 1at Coolidge corner, Brookline",150,42.33940856,-71.12536849,2,1,1,1,0,,,,,4.694469026548672,75.0,7,Brookline
4602346,Charming Victorian in Brookline,175,42.33610421,-71.13133432,4,1,1,2,0,,,,,4.694469026548672,43.75,9,Brookline
2958252,Bedroom in Victorian 2Family Home,250,42.338343,-71.1344152,2,1,1,1,0,,,,,4.694469026548672,125.0,5,Brookline
1328087,"Duplex, Charles River, Harvard ",258,42.36734304,-71.11258892,4,2,2,2,5,5.0,5.0,5.0,5.0,5.0,64.5,14,Cambridge
1193875,Large Downstairs Room,50,42.36432953,-71.09911139,2,1,1,1,4,4.0,4.5,4.5,4.5,4.4,25.0,2,Cambridge
4446448,Pet Sitting Opportunity. SPECIAL!!!,10,42.33579003,-71.12010958,4,1,2,2,0,,,,,4.694469026548672,2.5,16,Brookline
3949696,Private Studio+Bath by MIT/Harvard,99,42.36679209,-71.09877635,1,1,1,1,5,5.0,4.5,4.5,4.0,4.6,99.0,4,Cambridge
1524961,Spacious Living Room-Central/Inman,85,42.37380422,-71.09660078,2,1,1,1,5,5.0,5.0,4.5,4.5,4.8,42.5,9,Cambridge
1141088,MIT/Harvard/Inman- 2 Bedroom Apt.,155,42.36667488,-71.09554994,5,1,2,2,4,4.5,5.0,4.5,4.5,4.6,31.0,14,Cambridge
4232840,HarvardÌ¢âÂå¢MITÌ¢âÂå¢Private Rm 2Ì¢âÂå¢ParkingÌ¢âÂå¢TV,80,42.36988354,-71.10273087,2,1,1,1,5,5.0,5.0,4.5,5.0,4.9,40.0,11,Cambridge
978247,"Cambridge, Center of Harvard & MIT",225,42.37117811,-71.10110096,5,1,2,2,4,4.0,4.5,4.5,4.0,4.3,45.0,11,Cambridge
3050631,*** Superb Porter Sq. Location ***,100,42.38841292,-71.11964157,2,1,1,1,5,5.0,5.0,5.0,4.5,4.9,50.0,14,Cambridge
2545044,Large 6 bedrooms-Walk to Harvard! ,750,42.37486921,-71.10621727,8,4,6,5,5,5.0,5.0,4.5,4.5,4.8,93.75,11,Cambridge
4117260,Oak Room,80,42.3724961,-71.10873276,2,2,1,1,5,5.0,5.0,5.0,5.0,5.0,40.0,12,Cambridge
78063,Bed and Breakfast A,60,42.38610031,-71.09383493,2,1,1,1,5,4.5,5.0,4.5,5.0,4.8,30.0,7,Somerville
4292259,Private Bedroom Near Harvard! ,99,42.37209232,-71.11211254,1,1,1,1,4,4.5,5.0,5.0,4.5,4.7,99.0,0,Cambridge
1586402,Private Space in North Cambridge,80,42.39669257,-71.13412704,2,1,1,1,4,4.5,4.5,4.5,4.5,4.5,40.0,14,Cambridge
2038283,Stay Across from Harvard's Campus!,190,42.37217,-71.11453311,2,1,1,1,4,5.0,5.0,5.0,4.5,4.8,95.0,12,Cambridge
2123000,"CAMBRIDGE, INMAN SQUARE AREA. ",80,42.37373994,-71.09569782,2,1,1,1,5,4.5,5.0,4.5,4.5,4.7,40.0,11,Cambridge
204622,Charming Cottage (near Harvard),90,42.37315592,-71.10729852,2,1,1,1,5,5.0,5.0,4.5,4.5,4.8,45.0,8,Cambridge
4489520,Boston spacious private room&bath ,160,42.34467954,-71.12008257,3,1,1,1,0,,,,,4.694469026548672,53.333333333333336,14,Brookline
2386504,Walk to Watch Marathon,600,42.32793853,-71.14757239,7,2,3,4,0,,,,,4.694469026548672,85.71428571428571,0,Brookline
2717179,"Elegant, Kid-Friendly Vacation Home",185,42.33066517,-71.12289703,3,1,2,2,0,,,,,4.694469026548672,61.66666666666666,12,Brookline
3688475,"Classic Central Square, MIT Harvard",88,42.36068481,-71.10930044,2,1,1,1,5,5.0,5.0,5.0,5.0,5.0,44.0,11,Cambridge
637553,room in beautiful home and garden,68,42.42326058,-71.15150119,2,1,1,1,5,5.0,5.0,5.0,5.0,5.0,34.0,8,Arlington
4109594,Overnight couch space,35,42.40060655,-71.14253281,1,1,1,1,5,5.0,5.0,4.5,5.0,4.9,35.0,11,Arlington
282224,Room available near Tufts Univ,100,42.41811886,-71.12951561,1,1,1,1,0,,,,,4.694469026548672,100.0,8,Medford
4053343,Female so only female guests please,90,42.40542855,-71.08987238,2,1,1,1,0,,,,,4.694469026548672,45.0,9,Medford
1454052,Bright sunny room in Medford Square,95,42.42399304,-71.11163406,2,1,1,1,0,,,,,4.694469026548672,47.5,12,Medford
2874081,Spacious single family,300,42.42163417,-71.11154748,8,2,4,4,0,,,,,4.694469026548672,37.5,13,Medford
4512193,Beautiful House near Tufts,45,42.40985857,-71.1245487,1,1,1,1,0,,,,,4.694469026548672,45.0,9,Medford
3617103,Room in restored 1920's Bungalow,75,42.43871538,-71.09308962,2,1,1,1,0,,,,,4.694469026548672,37.5,9,Medford
4448828,4 bedroom house in Coolidge Corner!,500,42.34662513,-71.13108892,7,1,4,7,0,,,,,4.694469026548672,71.42857142857143,18,Brookline
3453462,COOLIDGE CORNER PRIVATE APARTMENT,185,42.34240106,-71.12029432,3,1,1,1,4,4.5,4.5,5.0,4.5,4.6,61.66666666666666,13,Brookline
816212,Your Room right in Central Square,85,42.36686412,-71.10643841,1,1,1,1,5,4.5,5.0,4.5,4.5,4.7,85.0,13,Cambridge
3257358,Room 2,95,42.33983705,-71.12704287,2,1,1,1,0,,,,,4.694469026548672,47.5,10,Brookline
4568905,"Clean, Spacious, Great Location!",150,42.33084349,-71.12038884,5,1,2,2,0,,,,,4.694469026548672,30.0,11,Brookline
3547556,"Spacious home and yard, .2 mi to T",500,42.33166894,-71.14852456,6,4,3,4,0,,,,,4.694469026548672,83.33333333333333,15,Brookline
931295,"room 3at Coolidge corner, Brookline",150,42.33972277,-71.1253531,2,0,1,1,0,,,,,4.694469026548672,75.0,0,Brookline
57101,A beautifull historic house/grt rm,60,42.38638913,-70.97294931,2,1,1,1,4,4.5,4.5,4.5,4.5,4.5,30.0,12,Winthrop
3816208,"Near Tufts U, Cambridge & Boston",59,42.40975537,-71.12887838,2,1,1,1,5,5.0,5.0,5.0,5.0,5.0,29.5,9,Somerville
1136972,Boston Room/Free Transit/ By Subway,75,42.29444215,-71.11994538,2,1,1,1,5,4.5,5.0,4.0,4.5,4.6,37.5,16,Jamaica Plain
1332786,"Spikey's Sunporch, Quick Downtown",48,42.30921908,-71.04564116,1,1,1,1,4,5.0,5.0,5.0,5.0,4.9,48.0,12,Dorchester
177129,Comfort in Historic Melville Park 1,79,42.29342799,-71.06773096,3,1,1,1,4,5.0,5.0,4.5,4.5,4.7,26.33333333333333,13,Dorchester
322593,Studio WalkOutTerrace43BusToSites,210,42.34348781,-71.07680165,2,1,1,1,4,4.5,5.0,5.0,4.5,4.7,105.0,14,South End
3506058,Harvard/MIT,120,42.36955483,-71.09871343,2,1,1,1,5,4.5,5.0,4.5,4.5,4.7,60.0,12,Cambridge
1818680,"Large, charming 1BR, great location",160,42.37951222,-71.10679354,4,1,1,2,5,4.5,5.0,5.0,5.0,4.9,40.0,6,Somerville
4211462,Private Full Floor Suite,99,42.32251879,-71.21040421,2,1,1,1,4,5.0,5.0,5.0,5.0,4.9,49.5,15,Newton
1368815,Private Room w Shared Bath,59,42.45793939,-71.15208399,2,1,1,1,4,4.0,4.5,5.0,5.0,4.6,29.5,10,Winchester
1807022,Sunny twin bedroom with bath,80,42.2946326,-71.2442839,1,1,1,1,0,,,,,4.694469026548672,80.0,0,Needham
1428651,"Queen bedroom & bath, nr Boston",80,42.29475965,-71.24633932,2,2,1,3,5,4.5,5.0,5.0,5.0,4.9,40.0,10,Needham
1049121,Charming Garden Level 1BdrmApt$1550,150,42.29328016,-71.23590255,1,1,1,1,0,,,,,4.694469026548672,150.0,14,Needham
4461382,3 Room Suite Near Harvard-Save Big!,119,42.38773249,-71.10163012,6,1,2,2,4,4.5,4.5,4.5,5.0,4.6,19.83333333333333,16,Somerville
3585777,Private room in beautiful apartment,60,42.38051274,-71.1000701,1,1,1,1,5,5.0,5.0,4.5,5.0,4.9,60.0,11,Somerville
3655451,Large bedroom in Somerville (Tufts),105,42.40603966,-71.12698035,2,1,1,1,4,4.0,5.0,4.5,4.5,4.5,52.5,11,Somerville
3963227,Near Harvard/MIT/Public transit,169,42.37666381,-71.1046072,4,1,1,2,5,5.0,5.0,4.5,5.0,4.9,42.25,10,Somerville
253826,Single Room in ChefÌ¢âÂã¢s Home w/Meals,75,42.39473721,-71.09969465,1,1,1,1,5,5.0,5.0,5.0,5.0,5.0,75.0,12,Somerville
3249504,Sunny Room with Friendly Hosts!,65,42.38720863,-71.10015919,2,1,1,1,4,4.5,5.0,4.5,4.5,4.6,32.5,13,Somerville
1438498,Craftsman's loft nr Harvard & MIT  ,80,42.37844656,-71.09948642,3,1,1,2,5,5.0,5.0,4.5,4.5,4.8,26.666666666666668,14,Somerville
151158,Lovely place Boston &Cambridge,155,42.38167797,-71.10049423,3,1,1,2,5,5.0,5.0,5.0,5.0,5.0,51.66666666666666,10,Somerville
1855359,Private Room Boston!,60,42.35946584,-71.12460699,1,1,1,2,0,,,,,4.694469026548672,60.0,9,Allston
235397,Spacious Condo Steps from Davis Sq.,100,42.39294037,-71.11247335,2,2,1,1,5,5.0,5.0,5.0,5.0,5.0,50.0,13,Somerville
1152054,Private room in Somerville / 2,52,42.39045148,-71.09216029,1,2,1,1,4,4.5,4.5,4.0,4.5,4.4,52.0,8,Somerville
4116008,Bright Room Close to Tufts & Subway,78,42.40750378,-71.12795255,3,1,1,2,5,4.5,5.0,4.5,4.5,4.7,26.0,10,Somerville
4144639,Private room near Harvard & Porter,90,42.38123391,-71.11031699,2,1,1,1,5,5.0,5.0,4.5,5.0,4.9,45.0,14,Cambridge
857750,Historic charm and accessibility,170,42.38340819,-71.09211631,7,1,2,2,4,4.5,4.5,4.0,4.5,4.4,24.285714285714285,9,Somerville
3452676,Fantasic bed/bath in hip Davis sq ,110,42.39797685,-71.12462616,2,1,1,1,5,5.0,5.0,5.0,5.0,5.0,55.0,11,Somerville
1442350,Spectacular luxury two bed two bath,150,42.38457505,-71.07958217,4,2,2,2,0,,,,,4.694469026548672,37.5,16,Somerville
4526977,Cozy Living Room on the 'T',50,42.33990573,-71.14451643,2,1,1,1,0,,,,,4.694469026548672,25.0,9,Brighton
3322988,Two Bed in Lovely Cambridgeport,75,42.35760029,-71.11311833,1,1,1,1,5,4.5,5.0,5.0,4.5,4.8,75.0,12,Cambridge
3247057,Artsy room for a short trip!,80,42.34221873,-71.14700096,2,1,1,2,4,5.0,5.0,4.5,4.5,4.7,40.0,13,Brighton
4524693,"Private room, Harvard, parking",70,42.36101427,-71.13682264,2,1,1,1,0,,,,,4.694469026548672,35.0,11,Brighton
4203335,Trendy 1BD in the Heart of Brighton,80,42.3405818,-71.15325086,1,1,1,1,4,3.5,4.0,4.5,3.5,3.9,80.0,8,Brighton
831744,Artful + central Allston apartment,175,42.35283178,-71.13295587,2,1,1,1,5,5.0,5.0,4.5,4.5,4.8,87.5,14,Allston
3354044,Large Private Room - Green B Line,70,42.34740947,-71.13593185,2,1,1,1,5,5.0,5.0,4.5,4.5,4.8,35.0,7,Allston
4097542,Clean and Simple,70,42.35782502,-71.12450255,2,1,1,1,4,3.5,4.5,4.5,4.0,4.2,35.0,9,Allston
2526773,Charming comfort 1 BR / Studio,65,42.34379756,-71.1563048,2,1,1,1,0,,,,,4.694469026548672,32.5,7,Brighton
4294514,Luxury Home Brighton,75,42.34725899,-71.15576356,2,1,1,1,0,,,,,4.694469026548672,37.5,10,Brighton
3916038,Private room,70,42.35210562,-71.13484919,2,1,1,1,0,,,,,4.694469026548672,35.0,2,Allston
3060038,Stunning room in heart of the city,69,42.34736894,-71.13824564,1,0,1,1,4,5.0,4.5,4.5,4.0,4.5,69.0,14,Brighton
2242741,"|PENTHOUSE| SKYLINE DECK, GARAGE",329,42.34669264,-71.14010918,8,2,2,5,4,4.0,4.5,5.0,4.5,4.5,41.125,20,Brighton
3836145,Beautiful room. Walk to Harvard!,70,42.36116705,-71.12985966,2,2,1,1,0,,,,,4.694469026548672,35.0,10,Allston
1545185,New 1Bed w/ Gorgeous Kitchen + Bath,150,42.34839859,-71.1569625,5,1,1,2,4,4.0,4.5,4.5,4.5,4.4,30.0,10,Brighton
2216767,Beautiful 1BD in Beacon Hill,179,42.36125826,-71.06767728,2,1,1,1,5,5.0,5.0,5.0,4.5,4.9,89.5,12,West End
3701108,sunny furnished studio close to T,130,42.34577304,-71.13510088,2,1,0,1,0,,,,,4.694469026548672,65.0,5,Brookline
4242542,Spacious Modern 2 Bedroom in Boston,125,42.34525413,-71.14458528,4,1,2,2,0,,,,,4.694469026548672,31.25,14,Brighton
3971638,Cozy room in cozy apartment,60,42.34902863,-71.13931644,1,1,1,1,0,,,,,4.694469026548672,60.0,0,Allston
4191413,"Quiet, cozy and convenient!",80,42.37786265,-71.16210111,3,1,2,2,0,,,,,4.694469026548672,26.666666666666668,10,Belmont
3838853,Charming Colonial 4BD 3BA W/opt SPA,420,42.41876071,-71.17108765,11,3,4,6,4,5.0,5.0,4.5,4.5,4.7,38.18181818181818,15,Arlington
3697138, Renovated spacious 3 bdr condo,225,42.38790955,-71.18777516,6,2,3,3,0,,,,,4.694469026548672,37.5,16,Belmont
4252086,"Good Beer & People, Only!",135,42.39007155,-71.18158331,5,1,2,2,5,5.0,5.0,4.5,5.0,4.9,27.0,14,Belmont
4266452,"Spacious, convenient Arlington Home",75,42.42658424,-71.16306561,1,1,1,1,0,,,,,4.694469026548672,75.0,12,Arlington
682724,Central Bedroom Minute Man Bikeway,60,42.41262119,-71.14458367,1,1,1,1,4,4.0,5.0,4.5,4.5,4.5,60.0,12,Arlington
673375,Private Room Top Floor 1/2 Bath,70,42.41156054,-71.14404575,2,1,1,1,3,3.5,5.0,4.5,4.0,4.1,35.0,11,Arlington
1144691,Private Entry minutes to Harvard Sq,68,42.42224784,-71.19038441,2,0,1,1,4,4.5,5.0,4.5,5.0,4.7,34.0,3,Arlington
2778008,Room in a House on a Lake,75,42.43117034,-71.15040658,2,1,1,1,4,4.5,5.0,5.0,4.5,4.7,37.5,4,Arlington
1854916,Cozy Private Room @ Friendly home,60,42.38999685,-71.19219993,2,1,1,1,5,5.0,5.0,4.5,5.0,4.9,30.0,17,Belmont
3907887,"A cozy, clean, private attic",59,42.38667306,-71.19436794,2,1,1,1,4,5.0,5.0,4.5,4.5,4.7,29.5,8,Belmont
1365649,Arlington Apt. - Near Cambridge,120,42.40324572,-71.13603383,3,1,2,3,5,5.0,5.0,4.5,5.0,4.9,40.0,16,Arlington
2676473,PRIVATE ROOM NEAR HARVARD,65,42.38005926,-71.17718757,2,2,1,1,4,4.5,4.5,4.5,4.5,4.5,32.5,12,Belmont
2397021,A quiet space in Inman square,150,42.37737305,-71.09881059,2,1,1,1,5,4.5,5.0,5.0,5.0,4.9,75.0,10,Somerville
1855943,Ensuite bath and off-street parking,100,42.38682512,-71.10532601,2,1,1,1,5,5.0,5.0,5.0,5.0,5.0,50.0,11,Somerville
4103034,"Beautiful, Large Apt. Best Area",100,42.39701279,-71.11529072,2,1,1,1,5,4.5,5.0,5.0,5.0,4.9,50.0,11,Somerville
1881298,Private Studio- Minutes from T!,85,42.30026388,-71.11180739,2,1,1,1,5,5.0,5.0,4.5,5.0,4.9,42.5,11,Jamaica Plain
3921585,Private Room Near Davis Square T,95,42.40426581,-71.12571048,2,1,1,1,0,,,,,4.694469026548672,47.5,15,Somerville
3756163,Cute room with cool view!,45,42.39381487,-71.08828621,2,1,1,1,4,3.5,4.5,4.0,4.0,4.1,22.5,14,Somerville
3046389,Cozy Place near Harvard Square,95,42.38074161,-71.10812626,2,1,1,1,4,4.5,4.5,4.5,4.5,4.5,47.5,0,Somerville
4060676,Stay Overlooking Davis Square!,150,42.39621949,-71.12180015,3,1,1,1,0,,,,,4.694469026548672,50.0,16,Somerville
1099841,Value stay close to downtown Boston,80,42.38868241,-71.08990388,2,1,1,1,4,4.0,5.0,4.0,4.0,4.2,40.0,8,Somerville
2034063,Room with Bath 12 m to Harvard,67,42.39378414,-71.11492988,2,1,1,1,5,4.5,5.0,5.0,4.5,4.8,33.5,13,Somerville
1925451,Modern Apt in a Trendy Somerville,150,42.38449214,-71.10446589,2,1,1,1,0,,,,,4.694469026548672,75.0,10,Somerville
4243114,Spacious 1 Bedroom on Beacon Street,150,42.33936201,-71.14095454,2,1,1,1,0,,,,,4.694469026548672,75.0,8,Brookline
580661,Beautiful Huge Apt Boston-Cambridge,190,42.3844533,-71.09549551,4,1,2,2,5,5.0,5.0,4.5,5.0,4.9,47.5,9,Somerville
1106468,Clean Private Bathroom and Entrance,89,42.38994557,-71.10178892,3,1,1,2,5,5.0,5.0,4.5,5.0,4.9,29.666666666666668,11,Somerville
3931403,Private Bedroom near MIT & Kendall,85,42.37505276,-71.08915329,2,1,1,1,5,5.0,5.0,4.5,5.0,4.9,42.5,13,Somerville
3913103,Nice room/Close to T-Red Line/Davis,75,42.4040433,-71.132652,2,1,1,1,4,5.0,5.0,4.0,4.5,4.6,37.5,10,Somerville
984992,Home Away from home*close2 Boston*,58,42.38910748,-71.09201328,2,2,1,1,4,4.0,4.5,4.0,4.0,4.2,29.0,9,Somerville
2815509,The Minty Bookshelf in Somerville,100,42.39957938,-71.1139544,3,1,1,1,4,4.5,5.0,4.5,4.0,4.5,33.333333333333336,14,Somerville
4108638,Cozy Private Room 3,88,42.39952329,-71.11004751,2,1,1,1,5,5.0,4.5,4.5,4.5,4.7,44.0,0,Medford
250505,Second Great Davis Square Location,95,42.40035793,-71.11819985,1,0,1,1,0,,,,,4.694469026548672,95.0,0,Somerville
4007251,Classic Brookline,100,42.34658802,-71.12152431,3,1,1,1,0,,,,,4.694469026548672,33.333333333333336,10,Brookline
2909307,HUGE 1BR in 4BR available May 3-26,40,42.34420019,-71.12110939,1,1,1,1,0,,,,,4.694469026548672,40.0,3,Brookline
4186561,Boston/Brookline @ St.Paul & Beacon,450,42.34429661,-71.11817513,4,1,2,3,0,,,,,4.694469026548672,112.5,0,Brookline
187840,Great flat for family,150,42.38616482,-70.97195803,6,1,2,3,4,4.5,4.5,4.5,4.5,4.5,25.0,4,Winthrop
1497879,1BD/BA near airport and downtown!,105,42.36688488,-71.03615063,4,1,1,3,5,4.5,5.0,4.5,4.5,4.7,26.25,8,East Boston
1851431,Charming Back Bay Brownstone,289,42.3480043,-71.0943634,5,2,2,3,4,4.5,5.0,5.0,4.5,4.7,57.8,12,Fenway
1854920,Luxury Private Room @ Friendly home,88,42.38840314,-71.19237775,2,2,1,1,5,5.0,5.0,4.5,4.5,4.8,44.0,13,Belmont
3053055,Beautiful Studio on Harvard Campus,65,42.36623003,-71.11936205,2,1,0,1,0,,,,,4.694469026548672,32.5,10,Allston
4196217,Cozy studio with alcove,120,42.34785075,-71.13455035,3,1,0,2,4,4.5,4.5,5.0,4.5,4.6,40.0,4,Allston
4577931,Spacious 2 Bedroom Apartment,225,42.35192292,-71.14094497,5,1,2,2,0,,,,,4.694469026548672,45.0,14,Allston
4410765,Beautifully Located Large 3 Bedroom,100,42.35365396,-71.14827415,5,2,3,3,0,,,,,4.694469026548672,20.0,15,Brighton
3400682,1 Bed Room in Brighton Center,45,42.35229791,-71.15177626,1,1,1,1,0,,,,,4.694469026548672,45.0,14,Brighton
3353,Private & Small for Solo Travelers,40,42.35501678,-71.12759006,1,1,1,1,4,4.0,4.5,4.5,4.0,4.2,40.0,7,Allston
4623544,Great Studio apt at Harvard ,83,42.36603398,-71.11886434,2,1,0,1,0,,,,,4.694469026548672,41.5,10,Allston
2729015,Room with private bath ,95,42.35349154,-71.16255661,1,1,1,1,0,,,,,4.694469026548672,95.0,12,Brighton
2801340,2 BDR overlooking Charles River,97,42.36651221,-71.1189244,2,1,2,2,0,,,,,4.694469026548672,48.5,7,Allston
3519768,Allston Red House 1 Bed Apartment,189,42.35935511,-71.12935441,3,1,1,3,0,,,,,4.694469026548672,63.0,14,Allston
3642313,1 bed+exclusive bath in Penthouse! ,100,42.33876469,-71.15247389,2,1,1,1,0,,,,,4.694469026548672,50.0,14,Brighton
3902910,Large room in apt near Harvard Sq,90,42.36488525,-71.11854464,2,1,1,1,0,,,,,4.694469026548672,45.0,12,Allston
3674799,Sunny Duplex 2-BR on Harvard Campus,90,42.36442657,-71.11942315,2,1,1,1,0,,,,,4.694469026548672,45.0,8,Allston
341207,Nice room in a convenient location!,50,42.35155295,-71.13758246,1,2,1,1,5,4.5,5.0,4.5,4.5,4.7,50.0,10,Allston
2806987,Sunny Bedroom Close to T,76,42.31319486,-71.05421131,2,1,1,1,5,5.0,5.0,4.5,4.5,4.8,38.0,12,Dorchester
23619,Beacon Studio/Next to State House ,160,42.35846014,-71.06326992,2,1,0,1,4,4.5,5.0,5.0,4.5,4.7,80.0,12,Beacon Hill
2115689,Quiet bedroom in awesome Location!,70,42.3441675,-71.12459141,2,1,1,1,0,,,,,4.694469026548672,35.0,8,Brookline
4164743,Beautiful Brookline Apartment,150,42.33694361,-71.14156521,4,1,2,2,0,,,,,4.694469026548672,37.5,9,Brookline
4437471,Hole apt in Boston close to the T,100,42.33605601,-71.12247151,2,1,1,1,0,,,,,4.694469026548672,50.0,10,Brookline
1482556,Room 5,100,42.34126284,-71.12610912,2,0,1,1,0,,,,,4.694469026548672,50.0,0,Brookline
4469347,Spacious 1BR apt in Brookline Hills,80,42.33236268,-71.12752935,2,1,1,1,0,,,,,4.694469026548672,40.0,11,Brookline
4479859,Spacious room in coolidge corner,90,42.34678771,-71.12179671,2,1,1,1,0,,,,,4.694469026548672,45.0,14,Brookline
3615865,Brookline Village charming 2br hous,140,42.33435334,-71.11739569,2,2,2,2,0,,,,,4.694469026548672,70.0,15,Brookline
4635463,3Br Brookline Apt w fantastic view,250,42.34707574,-71.11683851,6,1,3,3,0,,,,,4.694469026548672,41.66666666666666,17,Brookline
4140863,Neat Room close to BU/Brookline,80,42.34456938,-71.1191057,3,1,1,2,4,5.0,4.5,5.0,4.5,4.7,26.666666666666668,6,Brookline
4604947,Cozy Studio in Beautiful Brookline,125,42.34415265,-71.12559316,2,1,0,1,0,,,,,4.694469026548672,62.5,10,Brookline
586631,Modern comfortable-1bed near Boston,250,42.3398809,-71.13211194,2,1,1,1,0,,,,,4.694469026548672,125.0,8,Brookline
3611577,Immaculate & Spacious Apartment,150,42.34447357,-71.10991763,2,1,1,2,0,,,,,4.694469026548672,75.0,11,Brookline
1482608,Room 4 at  Coolidge Corner,150,42.34116272,-71.1247998,2,1,1,1,0,,,,,4.694469026548672,75.0,10,Brookline
4031298,Studio apartment with kitchen bath,60,42.34984571,-71.12813879,1,1,0,1,0,,,,,4.694469026548672,60.0,11,Brookline
4485006,Bedroom for rent in shared 4BR2BA,90,42.36010839,-71.12330507,2,0,1,1,0,,,,,4.694469026548672,45.0,9,Allston
4582872,sublet a large one bedroom apt ,70,42.3392265,-71.15545973,2,1,1,2,0,,,,,4.694469026548672,35.0,17,Brighton
3022208,Furnished Studio Apt on HBS Campus,99,42.36411953,-71.11944911,3,1,0,1,0,,,,,4.694469026548672,33.0,10,Allston
581285,Artist Loft in Historic South End,125,42.33898191,-71.08095069,3,1,1,2,5,5.0,5.0,5.0,4.5,4.9,41.66666666666666,11,Roxbury
4279610,Fantastic modern 2BR/2BA apartment,145,42.33643961,-71.05540005,4,2,2,2,0,,,,,4.694469026548672,36.25,12,South Boston
226486,Large 1BR Coolidge Corner Brookline,99,42.34410341,-71.12020935,3,1,1,2,0,,,,,4.694469026548672,33.0,16,Brookline
256435,Private Room in Lovely Boston Condo,95,42.33222851,-71.10779355,2,1,1,1,5,4.5,5.0,4.5,4.5,4.7,47.5,14,Mission Hill
2768790,Private room w/office near Harvard,65,42.38114168,-71.17859942,2,2,1,1,5,4.5,5.0,5.0,5.0,4.9,32.5,13,Belmont
1225831,comfy 1BR suite-CentrSq/MIT/Harvard,99,42.36458275,-71.0984485,3,1,1,2,5,4.5,5.0,4.5,5.0,4.8,33.0,9,Cambridge
3167866,"""Green"" House + parking Harvard/MIT",310,42.37117513,-71.08804881,3,2,2,2,4,4.5,5.0,4.0,4.5,4.5,103.33333333333331,15,Cambridge
2914111,Friendly Pleasant Place,100,42.36456319,-71.10625862,2,1,1,1,4,4.0,5.0,4.5,4.0,4.4,50.0,10,Cambridge
999811,Fabulous flat sleeps 5 near Harvard,140,42.37031469,-71.10580034,5,1,2,3,5,5.0,5.0,5.0,5.0,5.0,28.0,8,Cambridge
709315,A Lovely Cambridge Stay,80,42.39423352,-71.14312586,2,2,1,1,4,4.5,5.0,4.5,4.5,4.6,40.0,17,Cambridge
4283351,Great room near Harvard Square! ,60,42.37860425,-71.12242712,2,1,1,1,0,,,,,4.694469026548672,30.0,9,Cambridge
4262586,Sunny private room in Cambridge. ,85,42.37321362,-71.08908488,2,1,1,1,5,5.0,5.0,4.5,5.0,4.9,42.5,9,Cambridge
3196486,Comfortable & Convenient in Central,90,42.36383758,-71.10324797,2,1,1,1,4,5.0,5.0,5.0,4.5,4.8,45.0,6,Cambridge
269344,Best Harvard/MIT/BU/Boston Location,115,42.36415017,-71.10634784,3,1,1,1,5,4.5,5.0,5.0,4.5,4.8,38.333333333333336,13,Cambridge
